post,label
@334.50 Buy 150 shares,not_spam
"Please stop this habit, you already know your shift timing, plan your day accordingly.",not_spam
It's working now,not_spam
"Riya has not replied to me yet, I left a message since last night",not_spam
"Alert! Do not respond to any SMS/Call from unknown numbers, asking for your documents or other confidential information. Vi always sends you such requests from our official SMS ID - ViCARE. Beware of fake advertisements asking you to click on unknown links or Apps offering freebies, contest prizes, etc. Vi does not sell premium numbers via SMS/Call. In case of any doubts, call us at 199. Stay Safe, Stay Connected.",spam
Yes,not_spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
"ENTERTAINMENT ALERT! Watch Bachchan Pandey on Prime Video Mobile Edition. Claim 30 days trial, 1 time offer. TnC Click i.airtel.in/PVME3",spam
The market closed flat all day today,not_spam
We r starting the activity at 10,not_spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
Limited period offer: Get up to 66% cashback on Paytm.,spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Msg sent by mistake,not_spam
"Hi Team, I'll login 30 mins late",not_spam
Congratulations! You've won a ticket. Click here to claim: http://promo.clicknow,spam
Look what your Insider points can do! Convert your 449 points into a Rs.150 Myntra voucher Claim this & shop now @ Clearance Sale http://smsd.in/ZLxQwnmx,spam
Final notice: Pay your phone bill to avoid service disruption.,spam
FREE 1 GB data on Airtel Thanks App! Claim now. T&C Apply i.airtel.in/FreeData1GB,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Limited period offer: Get up to 62% cashback on Paytm.,spam
"I sent mail for Long term WFH, pls reply me ASAP",not_spam
"50% Daily Data quota used as on 27-Aug-24 16:06. Jio Number : 9019695140 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",spam
Is there any small Light in touchpad ?,not_spam
"Full Paisa Vasool Sale at SMART Point Store,B2G1 Cadbury Dairy Milk Home Pk 126g,Rs 144 OFF Surf Excel Easy wash Det Pwdr 4Kg,Click bit.ly/2we4ywn T&C",spam
Congratulations! You've won a jacket. Click here to claim: http://bit.ly/winner,spam
URGENT: Your SBI account will be suspended. Log in now at https://fraud-link.com,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
The same goes for the weakening US economy,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Indian equity benchmark indices firmed up in intra-day deals on Wednesday backed by buying interest in ITC and technology shares. Metal shares, however, were under pressure after the an adverse Supreme Court ruling.",not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Show your touchpad,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
The latest consumer spending and labor force data have eased concerns about a potential recession in the US economy.,not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Cloudnine administrator has assigned 1 course to you. These courses need to be completed by 18-08-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard,spam
"Hey, are we still going to the chai spot near college today?",not_spam
?image omitted,not_spam
""" The rupee traded in a narrow range against the U.S. dollar in the interbank foreign exchange market, opening at 83.95 and eventually closing at 83.97 provisional, unchanged from the previous closing price. On Monday, the rupee fell by 2 paise against the dollar, closing at 83.97 paise. On August 5, the Indian currency dropped by 37 paise against the dollar, closing at a historic low of 84.09 paise.""",not_spam
Pre-approved for a ₹703 loan. Apply instantly!,spam
Y0u have receive a B0nus of Rs.51OOO/- in Y0ur wallet A/count no XX11 0n 26-O8-2O24. M0ve to Y0ur Bank A/c OI1.in/2rn2ds!8cpr814,spam
This Ugadi flaunt your Ethnic Best with Shoppers Stop Click bit.ly/IGEWSTL for looks curated by influencer Nivrity Das & shop the look at shsp.in #ShareMyNewYear with #SSExclusives,spam
""" Secondary Trend A short-term trend that occurs within a primary trend. It can last from a few weeks to a few months and is often referred to as a correction or retracement. Secondary trends can be upward or downward, but they are considered temporary fluctuations that occur in the context of the primary trend.""",not_spam
Team I have 97% power in my laptop which will support for 3hr12mins,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
I am not able to use chrome or ie,not_spam
Joining in 5 mins,not_spam
"Enjoy unlimited Local, STD & Roaming calls on any network, 1GB/day data and 100 SMS. Pack valid for 28 days.Also get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu",spam
CCIE on discounted prices,not_spam
Earn ₹630/day from home! No experience needed!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Your Swiggy order is on the way. Tracking ID: 5089514281.,not_spam
?????,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://fraud-link.com,spam
IÃ¢ÂÂve already consulted with the professor and he advised me not to sell yet and to continue holdingÃ°ÂÂ¥Â³Ã°ÂÂ¥Â³,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Pre-approved for a ₹672 loan. Apply instantly!,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
"British consumer price inflation rose for the first time this year in July, but at a slower rate than expected as prices for services, which are closely watched by the Bank of England, rose at a slower pace, official data released on Wednesday showed. Annual consumer price inflation rose to 2.2 per cent two months after the Bank of England's 2 per cent target was maintained, slightly below the median forecast of 2.3 per cent in a Reuters poll of economists, the Office for National Statistics said. The pound fell sharply against the dollar after the data was released, with financial markets expecting a 44 per cent chance of a 25 basis point rate cut by the Bank of England in September, up from 36 per cent before the data was released.",not_spam
FREE Airtel Xstream Box worth Rs 6000 is now yours! Upgrade to Airtel Black & get 2 postpaid connections & 350+TV channels at just Rs 998. i.airtel.in/998DB,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
""" The Fibonacci sequence, also known as the Golden Ratio, is a technical indicator widely used by traders on Wall Street. It has a very high accuracy rate, especially during bull markets when stock prices are rising. This indicator demonstrates powerful effects in such conditions.""",not_spam
Win a ticket worth ₹153! Take part in our contest: http://promo.clicknow,spam
"Hi team, Power shutdown here nd I am joining thru laptop with available backup",not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Get FREE 2GB DATA on Thanks App! Claim your FREE GIFT on Airtel Thanks App.Tnc * Click here i.airtel.in/2gb_rc2,spam
STAR BAZAAR WISHES YOU A HAPPY DASARA!!! Coconut@18/Pc Banana@29/Kg Gifting Mahotsava is Live! Gifts starting @ 49! Dry fruits Gift Pack@289 50%OFF-Maiyas Sweet Mysore Pak 200gm SBI OFFER: Credit card: GET 5% CASHBACK on shopping on 2000 Debit card: GET 5% INSTANT DISCOUNT on shopping 3000 T&C,spam
"Sir, you are right. Ignore the short-term fluctuations. I believe my country will get better and better.",not_spam
REMINDER: You're eligible for FREE router with Airtel Xstream Fiber. Also enjou up to 1 Gbps speed on all your devices. Plans starting at just Rs. 499. Visit i.airtel.in/Exclusiveoffer,spam
Who are on shift now ?,not_spam
"I'm also curious, there's no evidence of a post-holiday drop",not_spam
"Get 1 year subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of DTH. Switch to Airtel Black now, click i.airtel.in/blackPreDTH",spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
There are many knowledge points that need to be learned slowly,not_spam
"Your fav ETHNICWEAR is on SALE at Pantaloons & u have been missing out! From Kurtas to Ethnic Dresses to Lehengas, shop it all at UpTo 60% OFF at Pantaloons Do check out our SALE Best Sellers Catalogue, CLICK: tltx.in/qrmeX & dont miss out on shopping for some Winterwear too Offers & T&C: tltx.in/qrmeZ",spam
Win a ticket worth ₹571! Take part in our contest: https://scamoffers.net,spam
Network issue,not_spam
Limited period offer: Get up to 28% cashback on Paytm.,spam
Ok,not_spam
Those who font join today will be marked one LoP in this month,not_spam
"Congrats User, Rs.15OOO Bonus is Credited to your wallet No Xxxx95582. Direct y0ur ac - SR3.in/O13D-2i19i9DA02i4",spam
<#> Your OTP code is 537005. We welcome you to Fi! We're excited that you're about to see what financial freedom looks like. 82275JXpmM1 -Epifi,spam
Dunzo Daily is now live in your neighbourhood! Get all groceries delivered fresh & fast in 35 mins & enjoy the Just Launched Sale! Click: http://bit.ly/DunzoApp,spam
Congratulations! You've won a passport. Click here to claim: http://promo.clicknow,spam
"For Internet Safety, RAHO DO KADAM AAGEY. Never click unknown link or share your Bank details. To know more, click here i.airtel.in/e/SafetyFirst . Issued in public interest by Google & Airtel.",spam
"Ram is joining 1 hr late today, he have some emergency.",not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1,spam
Win a jacket worth ₹414! Take part in our contest: http://bit.ly/winner,spam
Your Airtel SIM is 5G ready. Check now if your Smartphone is 5G enabled. Click i.airtel.in/e/5G_airtel,spam
"BUY1 GETT1 FREE with Lenskart Gold membership! Explore latest collection of Eyeglasses in Italian Acetates, Sleek Metals & pastel hues.TnC Visit lskt.me/je",spam
OkÃ°ÂÂÂ,not_spam
Final notice: Pay your subscription to avoid service disruption.,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
How about outlook??,not_spam
""" The trading week has come to an end. The market experienced a significant drop on Monday due to the international economic situation. This was mainly reflected in the impact of global conditions and economic weakness on our domestic market. We remain confident in the stocks we have recommended, as they show strong potential for a rebound. Investors holding our recommended stocks, please do not worry; our professor's team will be responsible until the end. If you have any stock-related questions, feel free to send me a private message.""",not_spam
MONTHLY SHOPPING@VISHAL MEGA MART TataTea1kg Rs 151OFF Sunflower Oil 135/L Colgate 500g 65OFF Tide 5kg 115OFF 2kgSugar FREE on 2500 TC,spam
The trend of stock prices rising continuously is an upward trend,not_spam
Hello! Iss saal ka sabse bada crime web series KAALKOOT is now streaming FREE only on JioCinema! Starring Vijay Varma & Shweta Tripathi http://1kx.in/XAc1NYtKK9m,spam
The person you were calling at 15:16 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
All the best for your GATE exam tomorrow!,not_spam
?image omitted,not_spam
I've already sent you a private message Mr.Arvind Singh,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
"Ok Imtiyaz, try to join by 3, you are alone from L2 today",not_spam
Congratulations! You've won a passport. Click here to claim: https://fraud-link.com,spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
It's indeed just shy of a key level but this week is expected to see continued gains,not_spam
Earn ₹177/day from home! No experience needed!,spam
Ã°ÂÂÂTrading records on August 16,not_spam
Just wait for the upcoming announcements,not_spam
This message was deleted,not_spam
Limited period offer: Get up to 55% cashback on Paytm.,spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Congratulations! You've won a ticket. Click here to claim: https://scamoffers.net,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Earn ₹406/day from home! No experience needed!,spam
"Pending buy order, waiting for gap",not_spam
Earn ₹606/day from home! No experience needed!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Earn ₹694/day from home! No experience needed!,spam
You don't want to miss FREE 2GB data! Enjoy FREE 2GB data on selected Prepaid recharges. T&C. Check here NOW i.airtel.in/2gb_rc3,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
""" Good afternoon, investors. The market has now closed, so let's do a brief summary.""",not_spam
"Win trip to Dubai for 2, Bike, Laptop, Smartphone & much more this T20 season! Participate in Vi PLAY ALONG NOW, click https://bit.ly/ViPAG .T&C apply.",spam
"Last chance to save Rs 600 on annual recharge! Recharge now with Rs. 2999 before pack prices go up. Enjoy UL Calls, 2GB/day & 100 SMS/day for 365 days. Hurry now ! i.airtel.in/RCH4G",spam
Hopefully after tomorrow's holiday we can see a strong rally on Friday,not_spam
"Congrats, Y0UR Received Rs.592000 L0AN is Approve on 15-O8-2O24. Zero documentation. Withdraw directly to Y0UR bank A/c. SR3.in/O15E-2i19i9DA02i4",spam
Facing some issues in internet,not_spam
Oh ok,not_spam
Hi Team I will join late by 30 min today .,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Do not click on unknown links offering cashback, attractive returns, quick loans, job offers or requests for money. -RBI",spam
Thats true KK,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
"Team, going for a prayer nd joining 30 mins late",not_spam
All the best for your GATE exam tomorrow!,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
"Wednesday Bonus at SMART Point Store,Bangalore! Potato Rs 23/Kg,Sweet Corn Rs 12/Pc,Papaya Rs 23/Kg,valid on 6 Oct,Click bit.ly/35YAofl T&C",spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Can you give me some suggestions?,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Because itÂs third time you are asking,not_spam
Hi! 50% off on proc. fees will be gone soon! Apply for your Olyv (formerly SmartCoin) loan to claim this discount! Avail now - u3.mnge.co/D0Xmn75 T&C,spam
After the release of the Hindenburg study the market began to fall,not_spam
It's not working in my phone nd it's your email ac is blocked,not_spam
Win a passport worth ₹125! Take part in our contest: https://fraud-link.com,spam
Your Swiggy order is on the way. Tracking ID: 6220665395.,not_spam
Perspective of the trend,not_spam
"Congrats 99467696XX, Your Credit Card Of Limit Rs 500000 Is Ready for Pre-approval.T&C Apply, Click here : http://1kx.in/jdrQUy",spam
Final notice: Pay your subscription to avoid service disruption.,spam
I donÂt know the IT Admin user name and credentials,not_spam
The week has ended with a small profit,not_spam
Best part of this book is every topic got exercise at the end which you can try on packet tracer,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
"Airtel Pack on 8089XXX424 will expire soon! Recharge now to enjoy 1.5GB/day, 100 SMS/day & UL calls for 28 days in Rs239. i.airtel.in/Best-offer",spam
Can you send the class notes from today’s lecture?,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
""" Identifying and understanding the primary and secondary trends is important because it can help make better decisions about when to enter or exit a position. For example, if the primary trend is bullish (upward) but the secondary trend experiences a brief pullback (downward correction), traders can take advantage of the opportunity to purchase the asset at a lower price in anticipation that the primary trend will continue to move upward in the long term. On the other hand, if the primary trend is bearish (downward) but there is a brief upward correction in the secondary trend, the trader can use this opportunity to sell the asset at a higher price, as the primary trend is expected to continue to move downward in the long term""",not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
?image omitted,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Okay,not_spam
"Winter Super Savings @SMART Point Store,B2G1 Chings Soup 37g Onw(Sel Var),Rs 45 OFF Dove Soap 125g X3,Super Sarvaottam Oil 1l Rs 139,Click bit.ly/2PtHXD7 T&C",spam
Your Greencard offer LAPSES on 4th Aug! Don't MISS - Shop at any Pantaloons store for Rs 2000 or more & get a Rs 500 cashback TC (cashback as reward points),spam
Okay kk,not_spam
Let’s catch up this weekend at CP?,not_spam
Yes what you said is very correct Ã°ÂÂÂ,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
The horizontal trend is to maintain a certain fluctuation within a certain range,not_spam
Can you send the class notes from today’s lecture?,not_spam
Your Swiggy order is on the way. Tracking ID: 6610010243.,not_spam
CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR,spam
"Added Saumya in group, she is having network issue, she will be joining late today",not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Not only is sentiment around Adani Group stocks still weak but stocks that have risen in recent days may also face profit taking,not_spam
"Hi, good morning, Saumya will be on leave today due to health issues.",not_spam
Now buying a SIM online is quick & easy! Switch to Airtel prepaid from comfort of your home and get the SIM delivered for FREE. Click i.airtel.in/p-ds3,spam
Can you send the class notes from today’s lecture?,not_spam
"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/E8soTaaa .TnC. - Samsung",spam
"Hey, are we still going to the chai spot near college today?",not_spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
All the best for your GATE exam tomorrow!,not_spam
"Ok, Thanks imtiyaz for update",not_spam
??,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
"Dear , Prize Pool- 5,00,00,000 (5 Crore). Rs.8850 welcome bonus. Grand Finale Tournament on Junglee Rummy! Join Now http://1.gmg.im/bqei3P",spam
How can I ?,not_spam
Ã°ÂÂÂÃ°ÂÂÂ,not_spam
1. The market will underestimate everything,not_spam
Laptop is restarting,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Can you send the class notes from today’s lecture?,not_spam
"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 20 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airtel.in/Wynk98New",spam
Win a passport worth ₹211! Take part in our contest: https://scamoffers.net,spam
Limited period offer: Get up to 80% cashback on Paytm.,spam
My laptop is restarting,not_spam
Dear customer thank you for shopping with Pantaloons. Please click the link to view your e-bill mm7.in/MTJJfybVup4E,spam
Win a passport worth ₹640! Take part in our contest: http://bit.ly/winner,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Win a jacket worth ₹189! Take part in our contest: http://bit.ly/winner,spam
Steal the deal OFFER ! Apply for Pre-Qualified Flipkart Axis Bank Credit Card & Get 5% unlimited Cashback + Rs.1000* Gift Card. http://fkrt.it/!zwFQJNNNN,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Unlock the Exclusive Offers | Flipkart Voucher worth Rs.1000* + 5% Unlimited Cashback! Apply for Flipkart Axis Bank Credit Card now: http://fkrt.it/68lQI7NNNN,spam
Okay,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
I was traveling in bike,not_spam
Hi everybody,not_spam
"Hi! The validity of your Data pack has expired. Continue to browse at 4p/10Kb. To buy a Data pack, click bit.ly/ViDataRC or dial *121#",spam
Happy pongal ????,not_spam
However this doesn't affect Reliance Industries' ranking,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Yes The market was also relatively poor this week August has not been friendly to investors,not_spam
""" Good morning, investors It's time for the early trading session. First, let's take a look at the international markets.""",not_spam
Pre-approved for a ₹948 loan. Apply instantly!,spam
Check if your smartphone is 5G-ready on Airtel Thanks App. Click i.airtel.in/e/5G_airtel,spam
"Vouchers worth Rs25000 are now yours! To enter the contest, set your Hellotune & stand a chance to be amongst the 3 lucky winners. To know more, click open.wynk.in/rakshabandhan",spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Will join shortly,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
All the best for your GATE exam tomorrow!,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
FULL HD entertainment at just Rs. 900! Get Airtel Digital TV and enjoy free installation. Click here i.airtel.in/PrepaidRest4,spam
Can you send the class notes from today’s lecture?,not_spam
"FREE DATA ALERT! Avail 2GB FREE data on your next Airtel Recharge on Airtel Thanks App. Download today, T&C i.airtel.in/free_2GBdata",spam
May be down,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
"I got some emergency , so will be bit late.",not_spam
The market is starting to rally across the board,not_spam
We are getting this error,not_spam
"Enjoy 3GB data valid till your current pack validity.Also get EXTRA 2GB on your next recharge of Rs58 for your Airtel Mobile, only on Airtel Thanks App. Click https://i.airtel.in/58-Pack-JN",spam
Limited period offer: Get up to 16% cashback on Paytm.,spam
?image omitted,not_spam
Win a jacket worth ₹885! Take part in our contest: https://scamoffers.net,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Earn ₹710/day from home! No experience needed!,spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Let’s catch up this weekend at CP?,not_spam
"Get up to Rs.1K assured cashback & Rs.25K free credit with OlaMoney Postpaid+. Use it across 15K+ apps, pay back in 30 days.Click:https://hello.ola.app/ompp",spam
Still power and network issues am facing,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Your Swiggy order is on the way. Tracking ID: 8905881355.,not_spam
Foreign capital is the most unstable it can withdraw at any time based on any news,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
LAST TWO DAYS Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store.Hurry ! TnC : bit.ly/3eNrGpI,spam
Please avoid these last min surprises,not_spam
Pre-approved for a ₹215 loan. Apply instantly!,spam
Let’s catch up this weekend at CP?,not_spam
Let’s catch up this weekend at CP?,not_spam
"Trying to join , facing issues",not_spam
MAX Fashion celebrates 16th year with never before offer! Buy2 & Get1 FREE ON ALL PRODUCTS across entire store. NO CONDITIONS. ONLY 19-20th Nov bit.ly/3ULCCGy,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Hi Rithika gm; sure no issues,not_spam
"Hi, apply now to avail a Home Loan offer starting at just 6.75%! Hassle-free process. Offer expires soon. Hurry! TnC apply bnkbzr.co/ODFroNwq3J",spam
Some security issue,not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Mic Drop Offer- only for 24 hours! Wynk Premium now @Rs 99 for 3 months. Get unlimited downloads, Hello Tunes & ad-free music. Get now https://open.wynk.in/pae1",spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Limited period offer: Get up to 77% cashback on Paytm.,spam
Can you send the class notes from today’s lecture?,not_spam
Earn ₹936/day from home! No experience needed!,spam
Looking forward to the professor's recommendation today,not_spam
You can add more funds and buy in again,not_spam
2 site handover sare happening,not_spam
"(Kartik) Amazon urgently recruiting for part-time jobs, daily salary 1000-7000rs CLICK JOINING: wa.me/917993184064",spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Alert!90%: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at just Rs98 | valid till your current pack. Click i.airtel.in/UnlimitedData-1,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
We look forward to the professor continuing to guide us in trading stocks,not_spam
"Congratulations! Airtel has launched its new store near you. Please walk in to explore our products postpaid and prepaid services, Mobile Internet Services, devices, Airtel money, DTH and more. To get exact location, click https://www.airtel.in/store/",spam
"Dear Customer, Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points! To share your feedback, click https://bit.ly/3QfJ07p T&C",spam
"HI Customer, Last 2 DAYS of Max Fashion Preview SALE! Upto 50% OFF + 1500 GV FREE on shopping of 2999. Rush to your nearest Max store NOW! TnC",spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Win a jacket worth ₹495! Take part in our contest: http://bit.ly/winner,spam
Few days left to get Greenchef Non Stick Set @ 99 only. This Diwali Shop for 3999 @ UNLIMITED Fashion Stores to avail this exciting offer. bit.ly/2WsfZ1d TnC,spam
"If you have any questions regarding project new opportunity new business or something relevant, plz ask",not_spam
But no mail server access,not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
"""00 daily, send Ã°ÂÂÂCheck-inÃ°ÂÂÂ to the assistant in the group chat to receive activity rewards. Ã°ÂÂÂ""",not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
"Data Alert! 61.68MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
There is some issue with the wifi,not_spam
Earn ₹507/day from home! No experience needed!,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
The master's predictions about the market in the past two weeks are completely correct. I believe the market may still fall... I will follow your advice and only do short-term trading and low-priced stocks.,not_spam
Isn't housing and service sector inflation a significant component of the CPI data?,not_spam
I sold it and am now waiting for the stock recommended by the professor today,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Happy New year all,not_spam
Collection curated only for YOU at shoppersstop.com Click bit.ly/SS_Mn and shop for the latest trends in Men's Apparel & accessories + Earn reward points.,spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
"Whoever wants to learn and part of this activity, please join war room",not_spam
Let’s catch up this weekend at CP?,not_spam
Understanding MACD,not_spam
"Exclusive for Airtel users: Access TV shows, movies, and live channels for free with Airtel Xstream Play. Download now open.airtelxstream.in/freexstream3",spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Pre-approved for a ₹752 loan. Apply instantly!,spam
Get subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of new service with Airtel Black. Click i.airtel.in/blackPreDSL,spam
Set your favorite song or your Name as Callertune. Click bit.ly/APP-CT,spam
"Exclusive offer for Airtel prepaid customers like you! Gift an Airtel Prepaid SIM to your friends and family, and enjoy SIM delivery at no extra cost. To order, click i.airtel.in/nhb5",spam
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,spam
FREE HELLOTUNES for music lovers like you! Also access to AD FREE 15+ Million songs. Your FREE Wynk premium subscription is waiting. Claim today open.wynk.in/Wynk2Free,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
Earn ₹877/day from home! No experience needed!,spam
Final notice: Pay your subscription to avoid service disruption.,spam
"Dear 901969xxxx, Rs.38,OOO/- is Added t0 your wallet account XXX6 0n 29 Aug. Directly Withdraw N0w OI1.in/2vclen!8cpr814",spam
Earn ₹918/day from home! No experience needed!,spam
Join from,not_spam
Your Swiggy order is on the way. Tracking ID: 3674713361.,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"5 postpaid connections @ just Rs260/line! 300GB data, UL Calls, 3000SMS, Disney+ Hotstar Mobile, Amazon Prime, Zee5 + Voot Select + Hungama + Aaj Tak + Sun NXT on Vi Movies & TV VIP. All this @ just Rs1299/mnth for 5 connections on single bill in Vi Family 1299 postpaid. To buy now, click https://bit.ly/3iQMXke",spam
"Alert! Your Unlimited pack is expired on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20",spam
GRAPHITE is up 4% and I've already sold Thank you Professor,not_spam
"Your Wi-Fi brings theatre to your home! Fighter, Murder Mubarak & much more awaits you on 20+ OTTs, 350+ TV channels & superfast Wi-Fi speed with Airtel Xstream Fiber! Plans starting at just Rs. 699. i.airtel.in/Exclusiveoffer",spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
Your WYNK Premium subscription is expiring. To enjoy ad-free music on WYNK for 28 days & 5GB till existing pack validity recharge with Rs98. i.airtel.in/RechargeNow,spam
